"","date","arrivals_domestic","arrivals_international","arrivals_ontime","arrivals_delayed","arrivals_cancelled","arrivals_passengers","departures_domestic","departures_international","departures_ontime","departures_delayed","departures_cancelled","departures_passengers","temp","precipitation","during_covid"
"351","2019-03-01",355,215,0.780378804,0.199191317,0.019419025,3563208,346,217,0.782074468,0.200106383,0.017819149,3628415,59.5,0.07,0
"352","2019-04-01",338,214,0.832855295,0.150216523,0.015972105,3561338,347,214,0.822348442,0.16303003,0.014621527,3479976,62.7,0,0
"353","2019-05-01",327,199,0.790678614,0.192601901,0.015899902,3678259,332,216,0.791769142,0.192709187,0.01552167,3739779,62.1,0.02,0
"354","2019-06-01",359,202,0.748742388,0.230288589,0.018109611,3855282,369,210,0.739091294,0.242851091,0.018057615,4016487,66.5,0.0406382978723404,0
"355","2019-07-01",343,211,0.80809452,0.179235797,0.0115636,4143562,365,215,0.795032929,0.193705696,0.011261374,4076687,69.4,0,0
"356","2019-08-01",361,204,0.807346856,0.181400747,0.010545968,3994887,373,220,0.807075091,0.182478805,0.010446104,3938353,70.5,0,0
"357","2019-09-01",344,197,0.862889614,0.12630809,0.009845842,3418523,355,207,0.85576869,0.135118411,0.009112899,3402978,73.4,0.0406382978723404,0
"358","2019-10-01",344,206,0.855029586,0.136149463,0.007834758,3495848,346,212,0.854911204,0.137469853,0.007618943,3500730,70.1,0,0
"359","2019-11-01",373,196,0.84029484,0.149248614,0.008913776,3245827,395,205,0.840066282,0.151762756,0.008170962,3330166,63.6,0.05,0
"360","2019-12-01",390,204,0.756808818,0.234094922,0.007865589,3647211,390,204,0.758049826,0.23493169,0.007018484,3647865,58.8,0.14,0
"361","2020-01-01",361,197,0.8684388,0.123018995,0.008036417,3316452,369,208,0.85914939,0.134164841,0.006685769,3223973,59.5,0.01,0
"362","2020-02-01",336,183,0.871777925,0.120170642,0.006369044,2843146,351,191,0.871844193,0.122745852,0.005409954,2819236,61,0.0406382978723404,0
"363","2020-03-01",342,178,0.738646194,0.102670848,0.158466696,1561263,352,186,0.752813244,0.087589266,0.15959749,1606995,59.9,0.13,0
"364","2020-04-01",248,102,0.588219178,0.03369863,0.37739726,159778,238,124,0.59257732,0.031065292,0.376357388,169332,63.6,0.09,1
"365","2020-05-01",157,106,0.928166838,0.031410917,0.039649846,275578,160,118,0.922700335,0.038649833,0.038649833,282472,66,0,1
"366","2020-06-01",188,118,0.94853229,0.049315068,0.000782779,520948,193,140,0.955764337,0.04345273,0.000782932,514105,67.4,0.0406382978723404,1
"367","2020-07-01",202,123,0.940229885,0.052068966,0.007241379,742510,213,147,0.940466613,0.052752557,0.00678083,760948,67.7,0,1
"368","2020-08-01",244,129,0.939108334,0.054220057,0.006248014,833211,243,143,0.941344627,0.052620434,0.006034939,834491,71.5,0,1
"369","2020-09-01",225,125,0.953291384,0.042594385,0.00338819,842542,232,139,0.948814134,0.048160697,0.003025169,858936,70.8,0,1
"370","2020-10-01",245,137,0.928650442,0.06869469,0.001216814,999962,242,144,0.943700918,0.054861188,0.001437894,1008049,69.6,0,1
"371","2020-11-01",291,153,0.915759433,0.07906141,0.004016489,996509,276,149,0.934890604,0.060987211,0.004122186,993129,60.3,0,1
"372","2020-12-01",305,166,0.892764858,0.099085669,0.006956867,915444,297,163,0.901211279,0.091640191,0.007148531,985569,58.6,0.05,1
"373","2021-01-01",314,174,0.91372549,0.076520865,0.008345902,870051,303,170,0.925572519,0.066191241,0.008236239,795880,57.6,0.06,1
"374","2021-02-01",278,163,0.857253428,0.111123397,0.029964617,797280,263,167,0.891246684,0.080017683,0.028735632,791629,57.8,0,1
"375","2021-03-01",299,162,0.894768542,0.096024781,0.008432284,1283673,297,162,0.906848844,0.084300077,0.008851078,1296378,56.5,0.04,1
"376","2021-04-01",329,193,0.904015425,0.09288289,0.002263392,1522281,326,195,0.912377605,0.085613859,0.002008536,1512188,60.9,0.0406382978723404,1
"377","2021-05-01",352,205,0.875918134,0.120444983,0.002424588,2005734,363,212,0.86467988,0.133680308,0.001639812,2003426,62.3,0.0406382978723404,1
"378","2021-06-01",387,210,0.781714705,0.207882015,0.00881219,2387024,394,215,0.77516204,0.21633851,0.00849945,2465265,65.6,0.0406382978723404,1
"379","2021-07-01",365,193,0.766016398,0.22408821,0.008481764,2767494,376,185,0.747285682,0.244741009,0.007973309,2744563,68.8,0,1
"380","2021-08-01",372,189,0.787695071,0.189794544,0.021892893,2585135,375,187,0.768578806,0.210092052,0.021329142,2480124,69.7,0,1
"381","2021-09-01",374,177,0.865725242,0.125327165,0.007851969,2172631,371,177,0.855665085,0.136485335,0.00784958,2150295,68.4,0.0406382978723404,1
"382","2021-10-01",388,182,0.778104076,0.200223188,0.018618583,2437007,386,180,0.769086321,0.21248753,0.018426149,2396647,65.7,0.01,1
"383","2021-11-01",389,200,0.861222724,0.132101131,0.005563454,2445573,388,185,0.838404453,0.1567718,0.004823748,2439804,63.7,0,1
"384","2021-12-01",402,204,0.679197531,0.286666667,0.031296296,2538904,408,208,0.684441153,0.284453496,0.031105351,2589923,55.3,0.27,1
"385","2022-01-01",370,211,0.808685148,0.151258901,0.038784334,1978535,386,200,0.805454892,0.1569712,0.037573908,1898542,59.3,0,1
"386","2022-02-01",341,173,0.828711829,0.14952615,0.020779221,1974999,346,178,0.828150228,0.152404352,0.019445419,1974215,59.9,0,1
"387","2022-03-01",363,197,0.81458622,0.176470588,0.007431666,2554053,368,200,0.818788986,0.174343142,0.006867872,2595446,60.9,0.04,1
"388","2022-04-01",335,209,0.770482462,0.211409396,0.017411675,2693252,342,190,0.780761193,0.202710405,0.016528402,2684901,63,0.01,1
"389","2022-05-01",332,210,0.803153823,0.184647426,0.011663195,2850553,329,206,0.804998512,0.182683725,0.012317763,2881559,63.7,0,1
"390","2022-06-01",345,199,0.74717737,0.232426854,0.019303144,2887327,349,199,0.756674757,0.224089806,0.019235437,3035680,68,0,1
"391","2022-07-01",319,193,0.785042333,0.205315146,0.008936971,3131783,339,196,0.799106618,0.192077113,0.008816269,3073864,69.6,0.0406382978723404,1
"392","2022-08-01",319,194,0.802632363,0.184920493,0.01167292,2992724,336,193,0.81539469,0.173532563,0.011072747,2941841,72.2,0.0406382978723404,0
"393","2022-09-01",349,193,0.845318687,0.148997318,0.004853749,2765647,355,190,0.844133436,0.151137526,0.004729039,2746695,76,0,0
"394","2022-10-01",317,195,0.853867473,0.141093474,0.004346183,2891277,327,196,0.8536862,0.142596093,0.003717706,2862805,68.5,0.01,0
"395","2022-11-01",349,201,0.829941292,0.164448793,0.004892368,2733321,363,206,0.852035491,0.143201983,0.004762526,2773890,60.1,0.06,0
"396","2022-12-01",373,189,0.696391885,0.264958911,0.037044171,2804061,370,196,0.740193876,0.225845798,0.033960326,2867651,56.7,0.09,0
"397","2023-01-01",372,191,0.752009334,0.234249417,0.012250454,2710362,371,183,0.787927905,0.201309647,0.010762448,2592054,55,0.21,0
"398","2023-02-01",343,179,0.747367667,0.229353198,0.01625958,2409500,334,187,0.779574894,0.205181421,0.015243684,2405728,54.9,0.16,0
"399","2023-03-01",355,199,0.708414504,0.278200214,0.011500031,2899970,387,199,0.760087995,0.229666876,0.010245129,2972297,55.5,0.24,0
"400","2023-04-01",344,213,0.786607941,0.200242564,0.012128176,2972377,361,197,0.801915709,0.18614304,0.011941252,2918146,59.1,0,0
